longitude,latitude
-86.9912517052132,40.4723285423722
-86.9912516921483,40.472328541756
-86.991251693998,40.4723285332791
-86.9912517148096,40.4723285574078
-86.9912517097441,40.4723285511192
-86.99125185852,40.4723284498725
-86.9912520502939,40.4723283372223
-86.991252192066,40.4723282395842
-86.9912522200774,40.4723282252891
-86.9912522261842,40.4723282230992
-86.9912522196459,40.4723282490649
-86.9912521845922,40.4723282547515
-86.9912521820385,40.4723282538457
-86.9912521719003,40.4723282574709
-86.9912521554093,40.4723282717147
-86.9912521587996,40.472328283182
-86.991252146049,40.4723282906472
-86.9912521143063,40.4723282979505
-86.9912521236643,40.4723283017155
-86.9912520912462,40.4723283038814
-86.9912520765076,40.4723282933351
-86.9912520926719,40.4723283202335
-86.9912520938096,40.4723283199189
-86.9912520535151,40.4723283345959
-86.991252068025,40.4723283403707
-86.9912520621505,40.4723283413924
-86.9912520487267,40.4723283618436
-86.9912520434041,40.4723283611042
-86.9912520169608,40.4723283566952
-86.9912520351989,40.4723283484664
-86.9912520323188,40.4723283560313
-86.9912520133836,40.4723283545141
-86.9912519894951,40.4723283505813
-86.9912519703548,40.4723283652468
-86.9912519923177,40.4723283779672
-86.9912519670671,40.4723283765879
-86.9912519523907,40.4723283693633
-86.9912519624539,40.4723283683474
-86.9912519540215,40.4723283811566
-86.9912519381834,40.4723283885232
-86.9912519396987,40.4723283791396
-86.9912519412595,40.4723283886846
-86.9912519415017,40.4723283968757
-86.9912519296537,40.4723284049831
-86.9912519288957,40.4723283994914
-86.9912519266599,40.4723284040075
-86.9912519091285,40.4723283922131
-86.9912519220796,40.4723284060194
-86.9912519123567,40.4723284009699
-86.9912519109438,40.4723283962408
-86.991251914522,40.4723283887431
-86.99125190237,40.4723283871885
-86.9912519016252,40.4723283903726
-86.9912518871406,40.4723283852183
-86.9912518778209,40.4723283911864
-86.9912518918271,40.4723284030833
-86.9912518681171,40.4723284242029
-86.9912519740864,40.4723284801689
-86.991251963234,40.4723285448507
-86.9912519166391,40.4723285630337
-86.9912520490715,40.4723286908187
-86.9912521550538,40.4723288593523
-86.9912523448491,40.4723290353415
-86.9912527991377,40.4723293248096
-86.9912530401447,40.4723296213036
-86.9912538628929,40.4723299441602
-86.9912541087308,40.4723300821801
-86.9912544994561,40.4723302775126
-86.991255263784,40.472330400587
-86.9912555211846,40.4723304511868
-86.9912560936927,40.4723306278926
-86.9912567151238,40.4723309321995
-86.9912570046669,40.4723312241659
-86.9912572414878,40.4723315558077
-86.9912582354692,40.4723318306783
-86.991258880477,40.4723323117673
-86.9912594398969,40.4723328814689
-86.9912602947885,40.4723333137085
-86.9912611285104,40.4723339218095
-86.9912617008752,40.4723344227856
-86.9912620844516,40.4723350412061
-86.9912627990093,40.4723355702661
-86.9912634570087,40.4723361378417
-86.9912640105492,40.4723366501941
-86.9912644116372,40.4723374811537
-86.9912648124109,40.4723380048573
-86.9912652568463,40.4723385727574
-86.9912658221424,40.4723393027382
-86.991266266576,40.4723399591575
-86.9912667916981,40.4723405828049
-86.9912673074564,40.4723412239415
-86.9912677747654,40.4723418948551
-86.9912684555815,40.4723424183695
-86.9912688627439,40.4723430696609
-86.9912695188794,40.4723435722416
-86.9912700225293,40.4723439953961
-86.9912702617056,40.4723445395895
-86.9912707363287,40.4723451364733
-86.991271096073,40.472345614866
-86.9912715012778,40.4723459968119
-86.9912717410209,40.4723464620655
-86.9912719617065,40.4723468007574
-86.9912721385553,40.4723471669446
-86.9912722711655,40.472347592606
-86.9912724754096,40.4723479835528
-86.9912726367871,40.472348310266
-86.991272656998,40.4723487395453
-86.9912726131875,40.472349067726
-86.9912724190299,40.4723493008621
-86.9912722931942,40.472349471266
-86.9912721843733,40.4723497103916
